,id,date,from_id,to_id,fwd_from,message,type,duration
0,2305,2022-11-17 19:08:37+00:00,,PeerChannel(channel_id=1182607945),,"Дорогая Маша нарисовала нас с покраденным Енотом из Херсона!


Анна Долгарева | Подписаться",photo,
1,2304,2022-11-17 18:56:57+00:00,,PeerChannel(channel_id=1182607945),,"Даже Енот из Херсона в афиге от того, как либерда пытается прокинуть нашего Пелевина!",text,
2,2303,2022-11-17 17:59:12+00:00,,PeerChannel(channel_id=1182607945),,"Хи-хи, лол. А если Стрелков к ним явится? 
- Пэтро, я медведя поймал. 
- Так тащи. 
- Да он не пускает.",text,
3,2302,2022-11-17 14:54:07+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 14, 50, 3, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1243322126), from_name=None, channel_post=583, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Киров (Вятка! Вятка!), выступаю 3 декабря. 

3 декабря в Кировском театре кукол им. А.Н. Афанасьева состоится 
литературный спектакль ""Я существую на чувстве долга"" (12+) с участием актеров театра и приглашенным поэтом, военным корреспондентом Анной Долгаревой

Анна Долгарева - поэт Донбасса, родилась в Харькове, член Союза писателей России, самый молодой лауреат Григорьевской поэтической премии. 

Герои стихов Анны - простые люди, добровольцы, которых она любит 
израненным сердцем. Поэт-проводник идет сквозь огонь артиллерии и проводит нас за собой неповрежденными, предоставляя право разделить с ней судьбу, пройти дорогой созерцания войны и остаться человеком. 

В программе вечера: 
- литературный спектакль, 
- обсуждение и встреча с автором, 
- возможность задать волнующий вопрос.",photo,
4,2301,2022-11-17 14:08:41+00:00,,PeerChannel(channel_id=1182607945),,"Ето правда, 22 ноября буду у Лундстрема! 
Покрасть рыжего не покраду, но начеширю! Да, начеширю!",video,26
5,2300,2022-11-17 13:54:40+00:00,,PeerChannel(channel_id=1182607945),,"Тем временем, братец Штапич отвёз артиллеристам 100-й бригады ДНР немного лекарств. Вообще, он отвёз не только эти лекарства, но и ещё традиционные аптечки, и картографа Ангелину с обучалкой, но очень занят, наверное, или ему жизнь надоела, поэтому до сих пор не прислал мне отчётов. 

Сейчас укомплектовываем мобилизованных Ленинградского полка (""а потом ты возглавишь Ленинградский полк и возьмёшь Зимний "", - шутит Сеня, но я не уверена, что это шутки, потому что к Беглову очень много вопросов насчёт укомплектования полка снарягой.

Помочь: 2202203218400317 Сбербанк, Анна Петровна Д.",video,53
6,2299,2022-11-17 12:53:30+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 10, 40, 11, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1036362176), from_name=None, channel_post=137078, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Военкор Коц и ряд других новых членов включены в Совет по правам человека — указ Путина.

Из совета исключены Сванидзе, Бабушкин, Каляпин и Винокурова.

🟩 Подпишись — RT на русском",text,
7,2298,2022-11-17 12:14:02+00:00,,PeerChannel(channel_id=1182607945),,"Я поэтому и говорю - не надо, ради Бога, трогать наших нетвойняшек. Им же только того и надо. Смотрите, вот благополучная сытенькая тетушка, обласканная литературными институциями, сидит в Питере и влажно мечтает, как её убьют за её антивоенную позицию. Вокруг хор сочувствующих друзьяшек. Тем временем, массовому читателю и тем самым людям, которые, как надеется Оля Аникина, её убьют, глубоко неизвестно, что такое Оля Аникина. 

Понимаете, они привыкли считать себя владельцами умов. Они хотели бы быть гонимыми, получить славу угнетенных, ореол мучеников, но правда в том, что всё наоборот. 

Это мне поступают угрозы убить меня и всех моих родных просто за позицию. Это Саше Пелевину отказали в презентации книги на ярмарке Non-fiction просто за позицию. 

А на Олю Аникину всем, если честно, плевать))) 

Живите себе дальше, Оля, сытенькой своей, благополучной мещанской жизнью. Не достанется вам мученического нимба.

PS Если что, Аникина поэт очень складный, но вот эти обывательские претензии на страдания при абсолютно благополучной жизни - это чудовищный кринжовник, конечно.",text,
8,2297,2022-11-17 11:59:19+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 9, 47, 7, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1415780020), from_name=None, channel_post=241, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Тут новый тренд, еноты, а я по старинке - котики. Исправляюсь))

По мотивам:
Строчит укропство ноту,
В Гаагу, и в ООН
Что москали енота
Покрали за кордон.

Мол это новый кризис,
И нужен санкций вал!
Енот же был ариец
Чубат и зиговал.

Дописывают снова,
Протест почти готов:
""Покрала Долгарева
И с бандою котов,

Укропию лишила
Ценнейшей из пород...""
Но резко: стоп машина!
На мове, как енот?!

И референт из главка,
Промямлил чуть дыша:
""А можэ буты мавпа?
Чи можэ буть лоша?""

В сомнениях спильнота,
Козацька брызжет страсть.
Не знают как енота
На мову перекласть,

И перевода бремя,
Зовет сомнений зыбь
Открыли даже Брема
Но вражий там язык.

С дискуссией вышли
И стали выяснять:
""Ижак? А можэ кишка?
А можэ цуценя?""

Но первый зам из мида,
Дебаты прыпиняв
И приказал ехидна,
Пишите, мол свыня!

И вышла постанова,
Понятная и пню.
Что банда Долгаревой
Повыкрала свыню!

Не згинела ще польска
Потрибен всим гевалт
Свыня була трыпольска
И вмила зиговать.

Но тут прошла запарка,
Виновна Долгарева,
Вернули зоопарку
Сержанта из ""Азова"".

Поэт: @obanaZZZ
Арт: @z_art_ru
Покрадательныца: @dolgareva",photo,
9,2296,2022-11-16 13:33:39+00:00,,PeerChannel(channel_id=1182607945),,"На хорошем русском, кстати, разговаривает, только с характерным украинским подвыванием (украинцы ласково называют это подвывание мелодичностью языка).",video,100
10,2295,2022-11-15 20:19:21+00:00,,PeerChannel(channel_id=1182607945),,"Поэтическая пятиминутка на радио ДОЛГАРЕVА! 

Давай разделим Польшу пополам,
как сладкий айсберг киевского торта.
Её, дитя версальского аборта,
пора судить по всем её делам.
Давай разделим Польшу и сожрём,
запьём её горилкой или морсом.
Ты будешь Фридрихом, я буду Щорсом.
А вечерком махнём на ипподром.
Поедем наблюдать за лошадьми,
угоним с кондачка посольский ""порше"".
Не будет больше рифмы ""Польше - больше""
и бигоса не будет, чёрт возьми.
Прости меня, любимая пся крев,
что я делил не то, не так, не с теми.
Но всё же мы пришли к центральной теме
и разделили Польшу, повзрослев. 


Автор: Игорь Караулов",text,
11,2294,2022-11-15 16:50:12+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 15, 16, 2, 42, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1036362176), from_name=None, channel_post=136725, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","«Наши бойцы объединились в один кулак и создали «Оплот».

Военные знаменитого добровольческого батальона «Оплот» из ДНР дали присягу — теперь бойцы вошли в состав одного из батальонов оперативного назначения Росгвардии.

Военкор RT Валентин Горшенин @vgor999 встретился с военными и выяснил, что сейчас они начинают боевое слаживание и огневую подготовку, а в декабре уже отправятся нести службу на передовые позиции.

Парни говорят, что с началом мобилизации почувствовали зов Родины: «Объединяемся. Мы все в любом случае боевые братья — будем вместе».

🟩 Подпишись — RT на русском",video,190
12,2293,2022-11-15 15:25:11+00:00,,PeerChannel(channel_id=1182607945),,"В Киеве подтвержден прилет в здание генштаба ВСУ и оперативного командования.

Очевидцы сообщают, что на обломках ракеты было написано: ""За Долгареву и енота"".",text,
13,2292,2022-11-15 14:39:54+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 15, 14, 33, 57, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1036362176), from_name=None, channel_post=136706, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Главное к этому часу о новых ударах по инфраструктуре Украины:

— в Киеве несколько взрывов. В результате работы системы ПВО обломки ракеты упали на жилой дом;

— взрывы во Львове. Половина города осталась без света;

— электричество полностью пропало после прилётов в Житомире;

— власти Харькова подтвердили удары по критической инфраструктуре города, частично пропало электричество. Остановлена работа харьковского метро;

— в Ровно нанесен удар по объекту критической инфраструктуры, часть города без света;

— об отсутствии электричества пишут паблики Балаклеи и Краснограда;

— взрывы зафиксированы в Днепропетровской, Черкасской, Кировоградской, Сумской, Волынской и Хмельницкой областях.

🟩 Подпишись — RT на русском",video,13
14,2291,2022-11-15 13:02:08+00:00,,PeerChannel(channel_id=1182607945),,"Когда речь заходит про Сербию, не могу не вспомнить историю брата моего Штапича, который однажды там заблудился, попытался узнать дорогу на английском языке, но не встретил понимания. Зато когда он перешёл на русский, его сразу передумали бить приветствовали с распростёртыми объятиями. 

Радуюсь таким новостям.",text,
15,2290,2022-11-15 11:46:44+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 15, 11, 0, 52, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1686844692), from_name=None, channel_post=2122, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Игорь Караулов, публицист @karaulovnews

Киев натягивает американский поводок

Лидеры киевского режима Зеленский и Залужный начали наперебой отрицать возможность «договорняка», призрак которого в последнее время повис над полями сражений.

Это объяснимо, поскольку каждый из них только и ждёт возможности обвинить другого в «зраде».

Начал главком ВСУ Валерий Залужный, который в разговоре с главой комитета начальников штабов США Марком Милли заявил, что украинские военные не примут никаких переговоров, договорённостей или компромиссных решений. Поскольку главком явно намекал, что такие решения мог бы попытаться навязать некто вышестоящий, тут же откликнулся и президент Украины Владимир Зеленский, отметив, что он никогда не пойдёт на «Минск-3».

Отказ Зеленского от гипотетического «Минска-3» выглядит слишком хорошо для нас, чтобы в него поверить. Потому что в буквальном понимании это означало бы отказ от вранья. В слове «переговоры», если речь идёт об украинской стороне, отчётливо ощущается корень «вор». Вору свойственно врать.

Предыдущие Минские соглашения были сплошным враньём: Украина не собиралась ни как следует соблюдать перемирие, превратив его в нескончаемую вялотекущую войну, ни тем более делать что-то реальное для окончательного урегулирования конфликта.

Напомним, что хроническое неисполнение Минских соглашений послужило одной из главных причин начала СВО.

Так что же, будем теперь играть по-честному?

Как бы не так. Вор не врать не может. Поэтому показная непримиримость Зеленского, как и показная воинственность Залужного, — это всего лишь попытка продать своё очередное враньё подороже.

И всё же нам выгодно то, что Киев упирается и натягивает поводок, на котором его выгуливают американцы. Потому что американцам нужен сейчас именно «Минск-3», то есть такое соглашение, которое, с одной стороны, позволило бы западной экономике лучше пережить зиму, а с другой — ни в коем случае не обеспечивало бы окончательного урегулирования отношений между Россией и Украиной. В этом случае в руках у США оказалась бы кнопка, нажатием которой они смогли бы заново запустить военные действия тогда, когда им это будет удобнее всего.

Можно сказать, что демарш киевских дуумвиров удался на славу. Сейчас Марка Милли за его миролюбивый настрой активно пропесочивают сторонники Украины на Западе, а Вашингтон делает всё, чтобы купировать «негативные последствия» его крамольного предположения о том, что Россию не удастся победить военным путём.

Похоже, что уход российских войск из Херсона вскружил голову украинским военным. Хочется верить, что ВС РФ смогут использовать это воодушевление, поймав украинцев в ловушку, из которой и впрямь поздно будет выбираться путём лицемерного компромисса.

Точка зрения автора может не совпадать с позицией редакции.

@rt_special",text,
16,2289,2022-11-15 11:40:50+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 15, 11, 2, 49, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1428157415), from_name=None, channel_post=1388, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","#вгримёрке

Как обычный енот стал звездой украинских пабликов? История от главного покрадателя мохнатых, поэта и автора новоявленного мема СВО Анны Долгаревой.

https://youtu.be/Dayo5nTRleA",photo,
17,2288,2022-11-14 18:34:22+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 14, 18, 31, 24, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1749428487), from_name=None, channel_post=9360, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","ВСУ формируют новые части и планируют новое наступление 

Как сообщают источники «Страны V», украинские власти не планируют перемирия и формируют свежие части. 

💬«Формируются свежие части. Следующая возможная цель - Запорожская АЭС и левый берег Днепра», - рассказал источник канала. 

По его словам, также возможно усиление давления на севере ЛНР.

📱 Страна V. Подписаться",text,
18,2287,2022-11-14 18:31:57+00:00,,PeerChannel(channel_id=1182607945),,"А Берег покрал кошочку.
Берег, тут одна прекрасная девушка в Москве очень в нее влюбилась и, в свою очередь, умоляет меня покрасть её у тебя... 
Даже не знаю...)",photo,
19,2286,2022-11-14 18:09:36+00:00,,PeerChannel(channel_id=1182607945),,"Вы хотели енота. 
Вот он, енот. 
Вернётся. С российским десантом в российский Херсон.",video,15
20,2285,2022-11-14 17:34:58+00:00,,PeerChannel(channel_id=1182607945),,"Ура!!! Там я, Пелевин, Караулов, Сергеев, Ватутина и все-все-все!!!",text,
21,2284,2022-11-14 14:47:57+00:00,,PeerChannel(channel_id=1182607945),,"При этом запрос общества на любые рассказы, стихи, фильмы про ""этих ополченцев"" - запредельный.",text,
22,2283,2022-11-14 14:07:43+00:00,,PeerChannel(channel_id=1182607945),,У Пелевина (нашего Пелевина) новая книжка!,text,
23,2282,2022-11-14 13:37:35+00:00,,PeerChannel(channel_id=1182607945),,"Ладно, хватит енота - перейдем к серьёзным новостям. С места мне подтвердили, что укропы зашли в Макеевку, которая под Сватово. Макеевка была серой зоной, на данный момент укропы её контролируют. Возможно, конечно, это ситуация временная, но пока так. 

На участке Сватово - Кременная обстановка стабильно напряжённая. Кременную пытаются отрезать с двух сторон (сверху Червонопоповка, снизу Серебрянское лесничество).

Ребята держатся. 


Анна Долгарева | Подписаться",text,
24,2281,2022-11-14 11:56:28+00:00,,PeerChannel(channel_id=1182607945),"MessageFwdHeader(date=datetime.datetime(2022, 11, 14, 11, 23, 28, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1036362176), from_name=None, channel_post=136530, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","⚡️️В результате упорных боёв армия России полностью освободила Павловку в ДНР, заявили в Минобороны.

🟩 Подпишись — RT на русском",text,
