,id,date,from_id,to_id,fwd_from,message,type,duration
0,140640,2022-11-18 11:26:09+00:00,,PeerChannel(channel_id=1315735637),,"⚡️⚡️⚡️⚡️Россия и Китай переходят на оплату поставок энергоресурсов в национальных валютах

зампред правительства Новак",text,
1,140639,2022-11-18 11:20:39+00:00,,PeerChannel(channel_id=1315735637),,"Надпись на здании Twitter:

Илон Макс: младенец банкрот, верховный паразит, раздражительный прыщ, спекулянт апартеиды, подлиза диктатора, беззаконный олигарх, неуверенный в себе колонизатор, жестокий скряга, космическая Карен, посредственный мужеребенок, привилегия под давлением, мелкий расист, страдающий манией величия, никчемный миллиардер.

Какой слог, какие эпитеты. Вот она всенародная любовь.",video,51
2,140638,2022-11-18 11:08:03+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 11, 6, 36, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1413950629), from_name=None, channel_post=545, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Московский производитель разработал линейку мягкой мебели для медучреждений. Компания уже поставила первую партию кресел-кроватей в одну из столичных клиник.  

Для обивки используют специальный материал, который медленно изнашивается, и его можно легко почистить. Изделия полностью соответствуют санитарно-эпидемиологическим нормам.


#СделаноВРоссии",photo,
3,140637,2022-11-18 11:07:44+00:00,,PeerChannel(channel_id=1315735637),,"🟪 ЭФИР | ЛАБИРИНТ КАРНАУХОВА | СОЛОВЬЁВ LIVE

Сергей Карнаухов вышел в свой ежедневный авторский эфир на Соловьёв Live

По самым острым и срочным темам дня услышим сегодня мнения экспертов: 

■ Сергей Южанин 
■ Александр Ходаковский  
■ Станислав Крапивник 
■ Иван Стародубцев 
■ Сергей Лебедев 

👁 Телеканал Соловьёв Live смотрите на бывших частотах Euronews, в Смарт ТВ, приложениях Смотрим и Wink 

📺Смотрите также в Telegram",photo,
4,140636,2022-11-18 11:02:02+00:00,,PeerChannel(channel_id=1315735637),,"❗️Если бы кому-то нужна была ядерная война, то никакой Зеленский, никакие заговоры с отключением, извини меня, самоликвидации, не понадобились бы. Захотели бы начали. Проблем нет. Сейчас совсем нет проблем. Уж они умеют провоцировать инциденты любые. Любые, какие хочешь. И казус белли (военный инцидент, провокацию - прим.) вполне могут устроить. Никому этого не надо. Вот это точно никому не надо. Тем более, что, если говорить о силовой составляющей, как военных, так ВПК. Так что, раз пошла такая пьянка, режь последний огурец.

Михаил Леонтьев, публицист в эфире Соловьёв Live.",video,101
5,140635,2022-11-18 10:59:55+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 10, 42, 1, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1487793477), from_name=None, channel_post=3062, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Турция все больше устаёт от Запада. 

Если раньше негатив просматривался на уровне разговоров за кулисами, то теперь он все чаще вырывается в публичную плоскость. 

Только недавно Турция фактически прямо обвинила США в организации теракта в Стамбуле. 

Теперь турецкая газета Sabah выпустила статью о крахе мировой гегемонии США. В ней в том числе говорится о том, что Америка не может больше консолидировать страны вокруг проекта изоляции России и борьбы с Китаем.

Тем временем турецкое Минэнерго сообщило, что Анкара рассчитывает на начало работ по реализации предложенного Россией проекта газового хаба с начала 2023 года. Потому что выгодно. 

Турция меняется, избавляется от зависимости от Запада и становится все больше ориентированной на себя.",text,
6,140634,2022-11-18 10:59:44+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 9, 55, 33, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1263569229), from_name=None, channel_post=10008, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Дорогие друзья! Как вы наверняка знаете, мы по мере сил и возможностей помогаем нашей армии. Особенность тех сборов, которыми занимаемся мы, так это то, что основные средства собранные вами, идут на закупку тех самых товаров, которые с одной стороны должны сберечь жизни наших солдат, а с другой забрать жизни ублюдков ( думаю мало кто будет с этим спорить, достаточно посмотреть на то, что делают хохлы с нашими пленными). Наши отчеты о потраченных средствах, это как раз отчёт о закупке средств разведки, оснащения винтовок Лобаева, средств РЭБ. 

Да, мы покупаем не только это, мы берём и бензопилы и генераторы, одежду и обувь, но считаем, что подобные отчеты не столь важны для вас, тем более это все таки сопутствующие траты, а не основная деятельность по снабжению. 

Искренне благодарю всех вас, наших дорогих подписчиков. Повернутые на Войне, Андрей Медведев, Макс Каскад, Дмитрий Конаныхин, Владимир Соловьев, Женя Поддубный, Александр Коц,Старше Эдды. Вы, подписчики этих самых каналов, уже обеспечили закупку не одной сотни коптеров, тепловизоров, прицелов, дронобоек, комплексов Антиснайпер. Сейчас мы хотим попробовать закупить переносные средства РЭБ, для оснащения небольших подразделений. На это пойдёт основная сумма денег, что мы соберём с вашей помощью. Вещь эта в современной войне архиважная и необходимая. Ну и конечно мы также продолжим закупать и закрывать основные позиции, то есть коптеры, прицелы, тепловизоры. Наша карта для сборов всегда одна, это карта ведущего Радио России Дмитрия Конаныхина 2202203207229198

Враг будет разбит, унижен и уничтожен, а Победа будет за нами!",text,
7,140633,2022-11-18 10:55:40+00:00,,PeerChannel(channel_id=1315735637),,"Беседа польского депутата Гжегожа Брауна, который пытается выяснить, как далеко должен зайти украинский конфликт, чтобы поляки в этом не участвовали, и спикера сейма, которая отключает ему микрофон и обзывает «русским внучком» за здравый взгляд на ситуацию.",video,44
8,140632,2022-11-18 10:38:59+00:00,,PeerChannel(channel_id=1315735637),,Путин на заседании Совбеза предложил обсудить вопросы совершенствования гражданской обороны.,video,11
9,140631,2022-11-18 10:38:02+00:00,,PeerChannel(channel_id=1315735637),,"Financial Times: правительство Германии признало возможность нехватки нефтепродуктов в некоторых регионах страны из-за санкций в отношении России.

💬 Германия предупреждает о нехватке нефти в стране после запрета ЕС на импорт из России.",photo,
10,140630,2022-11-18 10:24:13+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 9, 1, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1135021433), from_name=None, channel_post=9317, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","⚡️Фронтовая сводка на утро 18.11.2022⚡️

На луганском направлении российские войска вели штурмовые действия в районе Стельмаховки. Российская артиллерия била по позициям ВСУ в Котляровке, Крахмальном и Берестовом. В районе Новосёловского – встречные бои. Кто кого за участок рокады. (Рис.1)

Российская армия вновь пытается активировать северское направление. На земле она вела атаки на Белогоровку. Артиллерия била по Серебрянке. Всё это на левом берегу Северского Донца. Важное направление для обеих сторон. У ВСУ там выход на Лисичанск без водных преград. Российские войска также атаковали в районе Верхнекаменского. (Рис. 2)

ВСУ испытывают серьёзные проблемы в Соледаре и Бахмуте. Оба населённых пункта штурмуют ЧВК «Вагнер». Бои в городской черте. Украинские гарнизоны отчаянно сопротивляются. Есть сведения, что они получат подкрепление. Для ВСУ – это критический участок уже несколько месяцев. (Рис. 3)

На донецком фронте российские войска на земле пытаются продавить оборону украинской армии в районе Первомайского и Невельского. Медленно, но двигаются. Укрепрайоны ВСУ в Авдеевке, Красногоровке и Марьинке традиционно обстреливаются российской артиллерией. (Рис. 4)

Смотрите ежедневные сводки от аналитического отдела @wargonzo

*наш проект существует на средства подписчиков, карта для помощи
4279 3806 9842 9521",photo,
11,140629,2022-11-18 10:24:13+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 9, 1, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1135021433), from_name=None, channel_post=9316, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
12,140628,2022-11-18 10:24:13+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 9, 1, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1135021433), from_name=None, channel_post=9315, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
13,140627,2022-11-18 10:24:13+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 9, 1, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1135021433), from_name=None, channel_post=9314, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
14,140626,2022-11-18 10:22:01+00:00,,PeerChannel(channel_id=1315735637),,В пропагандистском порыве украинцы готовы даже младенцев на углях фотографировать? На что только не пойдёшь ради удачного фото про «злых русских».,video,39
15,140625,2022-11-18 10:15:44+00:00,,PeerChannel(channel_id=1315735637),,⚡️⚡️⚡️⚡️⚡️Минобороны РФ сообщило об освобождении населенного пункта Опытное в ДНР,text,
16,140624,2022-11-18 10:14:01+00:00,,PeerChannel(channel_id=1315735637),,"❗️Эрдогану надо отдать должное. Он вовремя бывает осторожен. Когда позволяет себе истерики, то зачастую, по моим наблюдениям, это чётко продуманный артистизм.

Елена Супонина, востоковед, политолог в эфире Соловьёв Live.",video,15
17,140623,2022-11-18 10:05:49+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 10, 5, 23, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1433231780), from_name=None, channel_post=65294, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",Спасибо большое команде СоловьевLive за поздравления с Днём рождения и 55-летием в прямом утреннем эфире «Формулы смысла».,video,46
18,140622,2022-11-18 09:57:01+00:00,,PeerChannel(channel_id=1315735637),,"Первый заместитель руководителя администрации президента России Сергей Кириенко поблагодарил студентов колледжей со всей России за участие во Всероссийской акции «Мы вместе», направленной на поддержку российских военнослужащих. 

Студенты 167 колледжей сшили почти девять тысяч изделий — спальных мешков, теплых вещей, изготовили печки и сумки для аптечек. 

Сергей Кириенко отметил, что они сделали выбор настоящего человека и патриота своей страны в то время, когда идет борьба за ее будущее. Он добавил, что таков культурный код России — в любой ситуации мы объединяемся и справляемся с любыми сложностями.",photo,
19,140621,2022-11-18 09:55:54+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 9, 55, 37, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1648000766), from_name=None, channel_post=3376, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","📺 Фрагмент вечернего эфира на канале Соловьев Live от 17 ноября.

🎙Гость эфира - доброволец, представитель фонда Захара Прилепина, Ульяна Стриж.",video,1410
20,140620,2022-11-18 09:50:39+00:00,,PeerChannel(channel_id=1315735637),,"‼️‼️‼️Путин и Эрдоган по телефону обсудили отношения между Турцией и РФ, а также развитие ситуации вокруг зернового коридора.

канцелярия турецкого лидера",text,
21,140619,2022-11-18 09:47:45+00:00,,PeerChannel(channel_id=1315735637),,"‼️‼️‼️По-прежнему сожалеем, что РФ не допустили к расследованию, убеждены, что это не способствовало объективности.

Песков о вердикте суда Гааги по МН17",text,
22,140618,2022-11-18 09:47:07+00:00,,PeerChannel(channel_id=1315735637),,"⚡️⚡️⚡️⚡️⚡️Путин в пятницу проведет оперативное совещание с постоянными членами СБ РФ.

Песков",text,
23,140617,2022-11-18 09:44:02+00:00,,PeerChannel(channel_id=1315735637),,"CNN: поставки оружия на Украину на миллиарды долларов серьезно истощили запасы США. У США не хватает 155-мм артиллерийских боеприпасов и зенитных ракет Stinger. Американское военное руководство также обеспокоено ситуацией с производством противотанковых ракет Javelin.

Официальные лица США неоднократно заявляли, что США не поставят под угрозу свою боеготовность и оценивают каждую партию на основе резервов страны и военных планов.",photo,
24,140616,2022-11-18 09:43:40+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 4, 0, 14, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1786594726), from_name=None, channel_post=1380, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Один из незатейливых шаблонных аспектов информационной войны против России на западе из года в год не меняется - агрегирование негатива в массовом сознании потребителей инфо-жвачки вокруг персоны национального лидера. Методично каждый день выходят газеты и журналы, обложки и передовые полосы которых демонизируют Президента России. Это «клиника». Сам видел не раз. Например, в Лондоне, где в 2017 году дал бой оппонентам из США и Великобритании на конференции в King’s College (рассказывал им как «они» организовывают госперевороты/«цветные революции» и ведут гибридные войны). Об этом на видео из рубрики «Экспертное прошлое»

#экспертноепрошлое 

Первый канал. 2016 г.",video,53
25,140615,2022-11-18 09:30:35+00:00,,PeerChannel(channel_id=1315735637),,"❗️Служба безопасности Швеции опубликовала отчёт по расследованию взрывов на газопроводах «Северный поток — 1» и «Северный поток — 2». 

💬 Это расследование показывает, что трубопроводы подверглись грубому саботажу. В ходе осмотра места преступления в Балтийском море были тщательно задокументированы обширные повреждения газопроводов в результате взрывов. Произведено несколько изъятий, в том числе иностранных предметов. На ряде изъятых и проанализированных посторонних предметов были обнаружены остатки взрывчатых веществ.",photo,
26,140614,2022-11-18 09:21:02+00:00,,PeerChannel(channel_id=1315735637),,"❗️Надо сказать, что действительно, американцами ядерная сделка фактически похоронена. Потому что, судя по словам спецпредставителя президента США по Ирану Роберта Мэлли, риторика слишком серьёзно ужесточилась. И действительно тот факт, что Мэлли заявил о том, что они рассматривают помимо санкционного давления, ещё и военное вторжение в отношении исламской республики. Это как раз-таки даёт нам основания полагать, что там американцы расписывают уже альтернативные и более жёсткие сценарии, для решения иранской проблемы. 

Фархид Ибрагимов, политолог, эксперт международного дискуссионного клуба «Валдай» в эфире Соловьёв Live.",video,161
27,140613,2022-11-18 09:12:51+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 9, 11, 56, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1227987253), from_name=None, channel_post=13813, post_author='Kornilov', saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Польская Gazeta Wyborcza публикует сегодня карту, на которой объясняется, как украинская ракета прилетела в Пшеводув. По этой версии, российская ракета летела на Добротворскую ТЭЦ, из Львова сработала С300, ракета которой промазала и полетела в Польшу. Оно бы ничего, если бы не одно «но» - означенная ТЭЦ находится к северо-востоку от Львова, а украинская ракета была пущена на северо-запад",photo,
